"occurrence_no","record_type","reid_no","flags","collection_no","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no"
788391,"occ",,,85158,"Cetotherium n. sp. crassangulum","species",64010,"","Cetotherium crassangulum","species",64010,"Pliocene","",5.333,2.588,12331
300806,"occ",,,28974,"n. gen. Dalanistes n. sp. ahmedi","species",53241,"","Dalanistes ahmedi","species",53241,"Lutetian","",47.8,41.3,7939
1117533,"occ",,,141841,"n. gen. Globicetus n. sp. hiberus","species",264275,"","Globicetus hiberus","species",264275,"Messinian","Zanclean",7.246,3.6,46079
789471,"occ",,,85360,"Odontoceti indet.","suborder",42937,"","Odontoceti","suborder",42937,"Burdigalian","",20.44,15.97,12331
1117525,"occ",,,80694,"Tusciziphius atlanticus","species",264273,"","Tusciziphius atlanticus","species",264273,"Miocene","",23.03,5.333,46079
777733,"occ",,,83494,"Physeter macrocephalus","species",68698,"","Physeter macrocephalus","species",68698,"Holocene","",0.0117,0,27683
481299,"occ",,,48070,"n. gen. Palaeophocaena n. sp. andrussowi","species",64830,"","Palaeophocaena andrussowi","species",64830,"Serravallian","",13.82,11.62,12863
687058,"occ",,,73906,"Cetacea indet.","unranked clade",36652,"","Cetacea","unranked clade",36652,"Middle Miocene","",15.97,11.608,24839
536684,"occ",,,55542,"Tursiops capellinii","species",71644,"","Tursiops capellinii","species",71644,"Piacenzian","",3.6,2.588,15006
869790,"occ",,,96462,"Idiocetus n. sp. longifrons","species",64463,"recombined as","Aglaocetus longifrons","species",64463,"Langhian","Serravallian",15.97,11.62,12641
1291370,"occ",,,52582,"cf. Kogia breviceps","species",64510,"","Kogia breviceps","species",64509,"Zanclean","",5.333,3.6,26220
518070,"occ",,,52582,"aff. Lagenorhynchus sp.","genus",36746,"","Lagenorhynchus","genus",36746,"Zanclean","",5.333,3.6,14141
866836,"occ",,,96115,"Odontoceti indet.","suborder",42937,"","Odontoceti","suborder",42937,"Zanclean","",5.333,3.6,32628
652879,"occ",,,70517,"Eurhinodelphis sp.","genus",36717,"","Eurhinodelphis","genus",36717,"Aquitanian","",23.03,20.44,23660
1266875,"occ",,,168367,"Berardius arnuxii","species",63590,"","Berardius arnuxii","species",63590,"Holocene","",0.0117,0,55103
906932,"occ",,,101976,"Mysticeti indet.","suborder",42971,"","Mysticeti","suborder",42971,"Early Pleistocene","",2.588,0.781,11765
492130,"occ",,,47428,"Balaenula montalionis","species",95854,"recombined as","Balaena montalionis","species",68458,"Piacenzian","",3.6,2.588,13332
530466,"occ",,,52111,"Macrokentriodon sp.","genus",63626,"","Macrokentriodon","genus",63626,"Tortonian","",11.62,7.246,14646
790137,"occ",,,48029,"Acrodelphidae indet.","family",42962,"corrected to","Acrodelphinidae","family",42962,"Langhian","",15.97,13.82,18748
897525,"occ",,,99586,"Mesoplodon sp.","genus",36763,"","Mesoplodon","genus",36763,"Neogene","",23.03,2.588,34259
545340,"occ",,,57119,"Squalodon sp.","genus",36852,"","Squalodon","genus",36852,"Chattian","",28.1,23.03,15422
1196172,"occ",,,152869,"Brandtocetus chongulek","species",289550,"","Brandtocetus chongulek","species",289550,"Sarmatian","",12.7,11.608,50318
1002256,"occ",,,121989,"Delphinoidea indet.","superfamily",53268,"","Delphinoidea","superfamily",53268,"Tortonian","",11.62,7.246,38808
478722,"occ",,,34741,"Cetotherium mayeri","species",70380,"invalid subgroup of","Mithridatocetus","genus",347264,"Sarmatian","",12.7,11.608,28993
563946,"occ",,,58868,"Eschrichtius sp.","genus",36714,"","Eschrichtius","genus",36714,"Gelasian","",2.588,1.806,16696
544671,"occ",,,57007,"Ziphiidae indet.","family",42951,"","Ziphiidae","family",42951,"Burdigalian","",20.44,15.97,15377
709766,"occ",,,76033,"Delphinidae indet.","family",42953,"","Delphinidae","family",42953,"Middle Miocene","",15.97,11.608,12148
564758,"occ",,,58986,"Balaena n. sp. ricei","species",71868,"","Balaena ricei","species",71868,"Zanclean","",5.333,3.6,16735
537422,"occ",,,55701,"Balaenoptera davidsonii","species",68435,"","Balaenoptera davidsonii","species",68434,"Piacenzian","",3.6,2.588,15042
1230896,"occ",,,162016,"Balaena mysticetus","species",64683,"","Balaena mysticetus","species",64683,"Holocene","",0.0117,0,52779
1268039,"occ",,,168567,"Hyperoodon planifrons","species",63850,"","Hyperoodon planifrons","species",63850,"Holocene","",0.0117,0,55103
492137,"occ",,,48652,"Globicephala n. sp. etruriae","species",63831,"","Globicephala etruriae","species",63831,"Piacenzian","",3.6,2.588,13332
501847,"occ",,,18587,"Delphinapterus hawkinsii","species",63662,"nomen dubium","Odontoceti","suborder",42937,"Langhian","",15.97,13.82,13605
462343,"occ",,,45592,"Gaviacetus sahnii","species",63127,"recombined as","Kharodacetus sahnii","species",63127,"Lutetian","",47.8,41.3,11997
565523,"occ",34473,,59122,"Cetotherioidea indet.","superfamily",105197,"invalid subgroup of","Chaeomysticeti","unranked clade",53254,"Sarmatian","",12.7,11.608,64818
705726,"occ",,,75733,"Odontoceti indet.","suborder",42937,"","Odontoceti","suborder",42937,"Middle Miocene","",15.97,11.608,25594
788986,"occ",,,57733,"Plesiocetus n. sp. minor","species",137422,"","Plesiocetus minor","species",137422,"Tortonian","",11.62,7.246,19302
300809,"occ",,,28977,"n. gen. Ancalecetus n. sp. simonsi","species",53295,"","Ancalecetus simonsi","species",53295,"Priabonian","",38,33.9,8325
663793,"occ",,,18587,"Zarhachis n. sp. velox","species",63991,"","Zarhachis velox","species",63991,"Langhian","",15.97,13.82,12635
719487,"occ",,,77208,"n. gen. Africanacetus n. sp. ceratopsis","species",113825,"","Africanacetus ceratopsis","species",113825,"Middle Miocene","Pliocene",15.97,2.588,26136
805245,"occ",,,87891,"Mysticeti indet.","suborder",42971,"","Mysticeti","suborder",42971,"Chattian","",28.1,23.03,29544
945773,"occ",32584,,28983,"Zygorhiza kochii","species",53292,"","Zygorhiza kochii","species",63069,"Priabonian","",38,33.9,8335
1065656,"occ",,,131804,"Basilosaurus cetoides","species",53153,"","Basilosaurus cetoides","species",63132,"Priabonian","",38,33.9,42488
461085,"occ",,,45455,"Schizodelphis n. sp. depressus","species",62921,"subjective synonym of","Pomatodelphis inaequalis","species",62907,"Serravallian","",13.82,11.62,11890
934933,"occ",,,57700,"Physeteridae indet.","family",42967,"","Physeteridae","family",42967,"Langhian","",15.97,13.82,35781
716943,"occ",,,76975,"Dioplodon n. sp. meneghinii","species",68003,"nomen dubium","Mesoplodon","genus",36763,"Pliocene","",5.333,2.588,26035
1266220,"occ",,,168228,"Orcaella brevirostris","species",108775,"","Orcaella brevirostris","species",63582,"Holocene","",0.0117,0,55090
1011669,"occ",,,123588,"Astadelphis gastaldii","species",95850,"","Astadelphis gastaldii","species",63833,"Zanclean","",5.333,3.6,39772
656107,"occ",,,57782,"Zarhachis flagellator","species",63658,"","Zarhachis flagellator","species",63658,"Langhian","",15.97,13.82,23697
666936,"occ",,,71818,"Thinocetus arthritus","species",53147,"","Thinocetus arthritus","species",53147,"Serravallian","",13.82,11.62,24251
810463,"occ",,,75152,"Heterocetus brevifrons ?","species",64456,"","Heterocetus brevifrons","species",70452,"Serravallian","",13.82,11.62,29779
1390645,"occ",,,49396,"Squalodon cf. bariensis","species",53157,"","Squalodon bariensis","species",63727,"Burdigalian","",20.44,15.97,64528
1365849,"occ",,,186028,"Phocaena occidua","species",105115,"recombined as","Lonchodelphis occiduus","species",62919,"Miocene","",23.03,5.333,24992
513647,"occ",,,52048,"n. gen. Notiocetus n. sp. romerianus","species",64592,"","Notiocetus romerianus","species",64592,"Calabrian","",1.806,0.781,12759
492079,"occ",28526,,49669,"Eurhinodelphinidae indet.","family",53264,"","Eurhinodelphinidae","family",63595,"Burdigalian","Langhian",20.44,13.82,46366
787288,"occ",,,58148,"Acrodelphis n. sp. bakersfieldensis","species",64562,"recombined as","Argyrocetus bakersfieldensis","species",64562,"Chattian","",28.1,23.03,12749
719483,"occ",,,77210,"Ziphius sp.","genus",36871,"","Ziphius","genus",36871,"Late Miocene","",11.608,5.333,26136
652913,"occ",,,70531,"Balaenopteridae indet.","family",42977,"","Balaenopteridae","family",42977,"Messinian","",7.246,5.333,23660
869791,"occ",,,66960,"Amphicetus n. sp. rotundus","species",64454,"recombined as","Aglaocetus rotundus","species",64454,"Tortonian","",11.62,7.246,12641
1266056,"occ",,,168155,"Peponocephala electra","species",63581,"","Peponocephala electra","species",63580,"Holocene","",0.0117,0,25906
1383206,"occ",,,189573,"Ziphiidae indet.","family",42951,"","Ziphiidae","family",42951,"Middle Miocene","Early Pleistocene",15.97,0.781,63714
722444,"occ",,,48887,"Squalodon calvertensis","species",68288,"","Squalodon calvertensis","species",68288,"Serravallian","",13.82,11.62,26220
666841,"occ",,,70594,"Eurhinodelphis sp.","genus",36717,"","Eurhinodelphis","genus",36717,"Langhian","",15.97,13.82,24251
622648,"occ",,,67029,"Balaenoptera borealina","species",64865,"nomen dubium","Balaenopteridae","family",42977,"Pliocene","",5.333,2.588,19106
789235,"occ",,,20646,"Cetacea indet.","unranked clade",147596,"","Cetacea","unranked clade",36652,"Late Pleistocene","",0.126,0.0117,28773
622649,"occ",,,67029,"Balaenula balaenopsis","species",64444,"","Balaenula balaenopsis","species",68973,"Pliocene","",5.333,2.588,19106
1392865,"occ",,,142147,"Pomatodelphis stenorhynchus","species",96908,"","Pomatodelphis stenorhynchus","species",69729,"Langhian","Tortonian",15.97,7.246,64717
1266109,"occ",,,168209,"Globicephala macrorhynchus","species",69995,"","Globicephala macrorhynchus","species",69994,"Holocene","",0.0117,0,55082
1021042,"occ",,,125014,"Dorudon atrox","species",53288,"","Dorudon atrox","species",62994,"Bartonian","Priabonian",41.3,33.9,10457
1220666,"occ",,,159732,"Balaena mysticetus","species",64683,"","Balaena mysticetus","species",64683,"Pleistocene","",2.588,0.0117,32630
1310871,"occ",,,175954,"Cetacea indet.","unranked clade",36652,"","Cetacea","unranked clade",36652,"Holocene","",0.0117,0,57689
492092,"occ",,,49676,"Mysticeti indet.","suborder",42971,"","Mysticeti","suborder",42971,"Burdigalian","Langhian",20.44,13.82,13326
683621,"occ",,,73710,"Monodon monoceros","species",64546,"","Monodon monoceros","species",64546,"Holocene","",0.0117,0,24706
959447,"occ",,,96688,"Dorudon sp.","genus",36709,"","Dorudon","genus",36709,"Priabonian","",38,33.9,36627
700401,"occ",,,75152,"Eurhinodelphis cristatus","species",67734,"recombined as","Xiphiacetus cristatus","species",64644,"Serravallian","",13.82,11.62,29779
848393,"occ",,,51680,"Priscodelphinus n. sp. crassus","species",64638,"subjective synonym of","Eurhinodelphis cocheteuxi","species",64595,"Langhian","Serravallian",15.97,11.62,12768
709268,"occ",,,76015,"Mesoplodon sp.","genus",36763,"","Mesoplodon","genus",36763,"Messinian","",7.246,5.333,12148
788515,"occ",,,55396,"Delphinapterus n. sp. hawkinsii","species",63662,"nomen dubium","Odontoceti","suborder",42937,"Langhian","",15.97,13.82,12174
899246,"occ",,,100132,"Globicephala sp.","genus",36721,"","Globicephala","genus",36721,"Middle Miocene","Late Pliocene",15.97,2.588,34357
792525,"occ",,,49685,"Plesiocetopsis sp.","genus",81064,"","Plesiocetopsis","genus",36816,"Serravallian","",13.82,11.62,28993
722451,"occ",,,48887,"Kentriodon n. sp. schneideri","species",114701,"","Kentriodon schneideri","species",114701,"Serravallian","",13.82,11.62,26220
557356,"occ",,,57734,"Delphinapterus (Pachypleurus) n. sp. nordmanni","species",69234,"nomen dubium","Cetacea","unranked clade",36652,"Sarmatian","",12.7,11.608,11981
745050,"occ",,,79916,"Balaenoptera physalus","species",64490,"","Balaenoptera physalus","species",72269,"Holocene","",0.0117,0,26852
1002162,"occ",,,121981,"Kogiidae indet.","family",53256,"","Kogiidae","family",53256,"Tortonian","",11.62,7.246,38808
709887,"occ",30445,,53894,"Kentriodon n. sp. hoepfneri","species",305891,"","Kentriodon hoepfneri","species",305891,"Serravallian","",13.82,11.62,52754
460996,"occ",,,45463,"Pithanodelphis nasalis","species",64570,"recombined as","Atocetus nasalis","species",64570,"Late Miocene","",11.608,5.333,11879
460967,"occ",15670,,45454,"Pomatodelphis inaequalis","species",62907,"","Pomatodelphis inaequalis","species",62907,"Serravallian","",13.82,11.62,2613
622612,"occ",,,67023,"Balaenoptera rostratella","species",64848,"nomen dubium","Balaenopteridae","family",42977,"Pliocene","",5.333,2.588,19106
813348,"occ",,,89447,"Physeteridae indet.","family",42967,"","Physeteridae","family",42967,"Zanclean","",5.333,3.6,16749
1372213,"occ",,,179732,"Balaena sp.","genus",36676,"","Balaena","genus",36676,"Messinian","",7.246,5.333,62831
1015442,"occ",,,124312,"Cetacea indet.","unranked clade",36652,"","Cetacea","unranked clade",36652,"Early Pliocene","",5.333,3.6,40074
709186,"occ",,,75990,"Balaenoptera sp.","genus",36678,"","Balaenoptera","genus",36678,"Early Pleistocene","",2.588,0.781,12148
1266880,"occ",,,168371,"Berardius bairdii","species",81905,"","Berardius bairdii","species",81905,"Holocene","",0.0117,0,55103
810462,"occ",,,75152,"Heterocetus affinis","species",64455,"recombined as","Parietobalaena affinis","species",64455,"Serravallian","",13.82,11.62,29779
1383264,"occ",,,189574,"Physeter sp.","genus",36807,"","Physeter","genus",36807,"Middle Miocene","Early Pleistocene",15.97,0.781,63715
558461,"occ",,,57979,"Mysticeti indet.","suborder",42971,"","Mysticeti","suborder",42971,"Pliocene","",5.333,2.588,15591
506555,"occ",,,28307,"Scaptodon lodderi","species",64347,"nomen dubium","Odontoceti","suborder",42937,"Aquitanian","",23.03,20.44,12563
1268049,"occ",,,168577,"Mesoplodon sp.","genus",36763,"","Mesoplodon","genus",36763,"Holocene","",0.0117,0,55079
897501,"occ",,,99615,"Delphinidae indet.","family",42953,"","Delphinidae","family",42953,"Neogene","",23.03,2.588,27111
635067,"occ",,,68321,"Cetacea indet.","unranked clade",36652,"","Cetacea","unranked clade",36652,"Zanclean","",5.333,3.6,19640
488668,"occ",,,47425,"Monodontidae ? indet.","family",42963,"","Monodontidae","family",42963,"Burdigalian","",20.44,15.97,13125
716936,"occ",,,76971,"Mesoplodon longirostris","species",64853,"","Mesoplodon longirostris","species",64852,"Pliocene","",5.333,2.588,11911
1386032,"occ",,,47428,"Cetotheriophanes cf. capellinii","species",69577,"","Cetotheriophanes capellinii","species",83527,"Piacenzian","",3.6,2.588,64034
1261889,"occ",,,91482,"Agorophius pygmaeus","species",63210,"","Agorophius pygmaeus","species",63209,"Rupelian","",33.9,28.1,43401
666834,"occ",,,70823,"Schizodelphis crassangulum","species",69110,"recombined as","Zarhachis crassangulum","species",69109,"Langhian","",15.97,13.82,24251
575050,"occ",20475,,13403,"Masracetus markgrafi","species",118889,"","Masracetus markgrafi","species",118889,"Priabonian","",38,33.9,26587
897522,"occ",,,99584,"Globiocephalus sp.","genus",102699,"subjective synonym of","Globicephala","genus",36721,"Neogene","",23.03,2.588,34259
1390630,"occ",,,55542,"Hemisyntrachelus sp.","genus",36724,"","Hemisyntrachelus","genus",87353,"Piacenzian","",3.6,2.588,64523
486195,"occ",,,48662,"Rhizoprion n. sp. bariensis","species",63727,"recombined as","Squalodon bariensis","species",63727,"Burdigalian","",20.44,15.97,12988
656105,"occ",,,57782,"Ixacanthus atropius","species",69119,"nomen dubium","Odontoceti","suborder",42937,"Langhian","",15.97,13.82,23697
656163,"occ",,,55395,"Priscodelphinus uraeus","species",69115,"nomen dubium","Odontoceti","suborder",42937,"Tortonian","",11.62,7.246,15442
1021009,"occ",,,124990,"Dorudon atrox","species",53288,"","Dorudon atrox","species",62994,"Priabonian","",38,33.9,10457
787245,"occ",,,79697,"Odontoceti indet.","suborder",42937,"","Odontoceti","suborder",42937,"Early Pleistocene","",2.588,0.781,28532
462119,"occ",,,45592,"Babiacetus n. sp. mishrai","species",63126,"","Babiacetus mishrai","species",63126,"Lutetian","",47.8,41.3,11997
514350,"occ",,,52111,"Aulocetus n. sp. latus","species",66762,"invalid subgroup of","Tranatocetidae","family",328006,"Tortonian","",11.62,7.246,13982
389853,"occ",,,37348,"n. gen. Macrokentriodon n. sp. morani","species",63627,"","Macrokentriodon morani","species",63627,"Serravallian","",13.82,11.62,10019
683622,"occ",,,73711,"Balaena mysticetus","species",64683,"","Balaena mysticetus","species",64683,"Holocene","",0.0117,0,24706
462791,"occ",26451,,45640,"Dorudon sp.","genus",36709,"","Dorudon","genus",36709,"Priabonian","",38,33.9,42488
699287,"occ",,,75079,"Cetotheriidae indet.","family",42973,"","Cetotheriidae","family",66751,"Langhian","",15.97,13.82,25338
488667,"occ",,,47425,"Schizodelphis sp.","genus",36848,"","Schizodelphis","genus",36848,"Burdigalian","",20.44,15.97,13125
465449,"occ",,,13297,"n. gen. Lamprolithax n. sp. simulans","species",63842,"","Lamprolithax simulans","species",63842,"Langhian","",15.97,13.82,12162
1368876,"occ",,,186670,"n. gen. Coronodon n. sp. havensteini","species",356268,"","Coronodon havensteini","species",356268,"Rupelian","",33.9,28.1,62600
1220634,"occ",,,159710,"Hyperoodon ampullatus","species",64551,"","Hyperoodon ampullatus","species",63592,"Holocene","",0.0117,0,32630
467194,"occ",,,46369,"Balaenoptera sp.","genus",36678,"","Balaenoptera","genus",36678,"Zanclean","",5.333,3.6,12358
666831,"occ",,,45506,"Delphinidae indet.","family",42953,"","Delphinidae","family",42953,"Langhian","",15.97,13.82,24251
622656,"occ",,,67030,"Balaena n. sp. primigenius","species",64446,"nomen nudum","Balaenidae","family",42978,"Pliocene","",5.333,2.588,12326
1266822,"occ",,,168358,"Ziphius cavirostris","species",64703,"","Ziphius cavirostris","species",64703,"Holocene","",0.0117,0,55079
518073,"occ",,,52584,"Stenodelphis n. sp. sternbergi","species",67003,"recombined as","Parapontoporia sternbergi","species",67003,"Piacenzian","",3.6,2.588,14143
788567,"occ",,,55396,"Priscodelphinus n. sp. spinosus","species",63653,"nomen dubium","Odontoceti","suborder",42937,"Langhian","",15.97,13.82,12174
467895,"occ",13560,,46474,"Odontoceti indet.","suborder",42937,"","Odontoceti","suborder",42937,"Chattian","Burdigalian",28.1,15.97,10151
687015,"occ",,,73901,"Cetotherium sp.","genus",36692,"","Cetotherium","genus",36692,"Tortonian","",11.62,7.246,24838
934272,"occ",,,107511,"Platanistoidea indet.","superfamily",53258,"","Platanistoidea","superfamily",53258,"Chattian","",28.1,23.03,35800
462054,"occ",,,45587,"Ichthyolestes pinfoldi","species",62974,"","Ichthyolestes pinfoldi","species",62974,"Lutetian","",47.8,41.3,11990
502027,"occ",,,51005,"Delphinapterus leucas","species",65078,"","Delphinapterus leucas","species",64545,"Holocene","",0.0117,0,13616
147937,"occ",,,13063,"n. gen. Pinocetus n. sp. polonicus","species",53140,"","Pinocetus polonicus","species",53140,"Langhian","",15.97,13.82,4344
465677,"occ",,,46111,"Cetacea indet.","unranked clade",36652,"","Cetacea","unranked clade",36652,"Langhian","Serravallian",15.97,11.62,12298
1220646,"occ",,,159718,"Balaenoptera physalus","species",64490,"","Balaenoptera physalus","species",72269,"Holocene","",0.0117,0,32630
506537,"occ",,,51412,"Eurhinodelphinidae indet.","family",53264,"","Eurhinodelphinidae","family",63595,"Late Oligocene","Middle Miocene",28.4,11.608,13672
1266074,"occ",,,168173,"Feresa attenuata","species",63583,"","Feresa attenuata","species",63583,"Holocene","",0.0117,0,55081
687047,"occ",,,73903,"Cetotherium priscum","species",69837,"nomen dubium","Cetacea","unranked clade",36652,"Sarmatian","",12.7,11.608,24838
934273,"occ",,,107512,"Eocetus wardii","species",63151,"recombined as","Basilotritus wardii","species",63151,"Bartonian","",41.3,38,35783
798719,"occ",,,86890,"Delphinus n. sp. truncatus","species",64471,"recombined as","Tursiops truncatus","species",102834,"Holocene","",0.0117,0,12161
617872,"occ",,,66427,"Odontoceti indet.","suborder",42937,"","Odontoceti","suborder",42937,"Chattian","",28.1,23.03,18985
150836,"occ",,,13408,"Thinocetus arthritus","species",53147,"","Thinocetus arthritus","species",53147,"Serravallian","",13.82,11.62,6034
678834,"occ",,,70507,"Odontoceti indet.","suborder",42937,"","Odontoceti","suborder",42937,"MN 7 + 8","",12.75,11.1,24600
529513,"occ",,,54099,"Orca n. sp. citoniensis","species",67992,"recombined as","Orcinus citoniensis","species",67992,"Piacenzian","",3.6,2.588,14619
513648,"occ",,,52049,"n. gen. Amphicetus n. sp. later","species",64451,"","Amphicetus later","species",64451,"Tortonian","",11.62,7.246,12641
506101,"occ",,,51328,"Delphinidae indet.","family",42953,"","Delphinidae","family",42953,"Zanclean","",5.333,3.6,13672
802036,"occ",,,59003,"Cetotheriidae indet.","family",42973,"","Cetotheriidae","family",66751,"Zanclean","Piacenzian",5.333,2.588,29366
595050,"occ",21546,,63049,"""Mauicetus"" waitakiensis","species",83516,"recombined as","Tohoraata waitakiensis","species",83516,"Duntroonian","",27.3,25.2,29544
666780,"occ",,,48884,"Eurhinodelphis vaughni","species",69881,"subjective synonym of","Xiphiacetus bossi","species",66353,"Burdigalian","",20.44,15.97,24251
478728,"occ",,,47623,"Ziphiodelphis abeli","species",67738,"","Ziphiodelphis abeli","species",67738,"Aquitanian","",23.03,20.44,17090
536106,"occ",,,55450,"Balaenoptera ? sp.","genus",36678,"","Balaenoptera","genus",36678,"Langhian","Serravallian",15.97,11.62,14947
1310661,"occ",,,175920,"Delphinoidea ? indet.","superfamily",53268,"","Delphinoidea","superfamily",53268,"Late Oligocene","",28.4,23.03,57669
1265930,"occ",,,168106,"Delphinus delphis","species",64534,"","Delphinus delphis","species",64534,"Holocene","",0.0117,0,55063
1390648,"occ",,,47187,"Ziphiodelphis abeli","species",67738,"","Ziphiodelphis abeli","species",67738,"Burdigalian","",20.44,15.97,64529
650871,"occ",,,70360,"Squalodontidae indet.","family",42939,"","Squalodontidae","family",42939,"Early Miocene","",23.03,15.97,23602
1264527,"occ",,,167965,"Megaptera novaeangliae","species",70685,"","Megaptera novaeangliae","species",64491,"Holocene","",0.0117,0,54979
348049,"occ",,,32926,"Basilosaurus cetoides","species",53153,"","Basilosaurus cetoides","species",63132,"Priabonian","",38,33.9,8335
557679,"occ",,,57786,"Rhabdosteus hruschkai","species",69880,"subjective synonym of","Schizodelphis barnesi","species",69879,"Burdigalian","",20.44,15.97,15550
653483,"occ",,,70551,"Mesoplodon sp.","genus",36763,"","Mesoplodon","genus",36763,"Pleistocene","Holocene",2.588,0,23678
1010136,"occ",,,123227,"n. gen. Eboroziphius n. sp. coelops","species",64441,"nomen dubium","Ziphiidae","family",42951,"Zanclean","",5.333,3.6,12638
787593,"occ",,,56693,"Hoplocetus n. sp. curvidens","species",69223,"","Hoplocetus curvidens","species",69223,"Pliocene","",5.333,2.588,28567
653251,"occ",,,51328,"Kogiidae indet.","family",53256,"","Kogiidae","family",53256,"Zanclean","",5.333,3.6,23666
1367938,"occ",,,185160,"Kekenodontidae ? indet.","family",63602,"","Kekenodontidae","family",53253,"Chattian","",28.1,23.03,62125
1266890,"occ",,,168379,"Indopacetus pacificus","species",63852,"","Indopacetus pacificus","species",63849,"Holocene","",0.0117,0,55081
788513,"occ",,,71798,"Megaptera expansa","species",63671,"nomen dubium","Mysticeti","suborder",42971,"Langhian","",15.97,13.82,12174
461082,"occ",,,45481,"n. gen. Squaloziphius n. sp. emlongi","species",62918,"","Squaloziphius emlongi","species",62918,"Aquitanian","",23.03,20.44,11885
755692,"occ",,,80914,"Odontoceti indet.","suborder",42937,"","Odontoceti","suborder",42937,"Early Miocene","",23.03,15.97,27227
786812,"occ",,,84897,"Cetacea indet.","unranked clade",36652,"","Cetacea","unranked clade",36652,"Rancholabrean","",0.3,0.012,2018
1386066,"occ",,,190391,"Delphinidae indet.","family",42953,"","Delphinidae","family",42953,"Piacenzian","",3.6,2.588,64034
1181611,"occ",,,152255,"Odontoceti indet.","suborder",42937,"","Odontoceti","suborder",42937,"Serravallian","Tortonian",13.82,7.246,48951
709263,"occ",,,76012,"Physeteridae indet.","family",42967,"","Physeteridae","family",42967,"Middle Miocene","",15.97,11.608,12148
462798,"occ",27383,,16549,"Basilosauridae indet.","family",42936,"","Basilosauridae","family",42936,"Priabonian","",38,33.9,42488
1265999,"occ",,,47303,"Cetotherium n. sp. moreni","species",63996,"recombined as","Aglaocetus moreni","species",63996,"Burdigalian","",20.44,15.97,12338
1266239,"occ",,,168248,"Phocoena dioptrica","species",63545,"","Phocoena dioptrica","species",91002,"Holocene","",0.0117,0,55092
460975,"occ",,,45458,"n. gen. Denebola n. sp. brachycephala","species",64565,"","Denebola brachycephala","species",64565,"Messinian","",7.246,5.333,11878
722463,"occ",,,52582,"Ziphius cf. cavirostris","species",64703,"","Ziphius cavirostris","species",64703,"Zanclean","",5.333,3.6,26220
666905,"occ",,,71813,"Delphinidae indet.","family",42953,"","Delphinidae","family",42953,"Langhian","",15.97,13.82,24251
465589,"occ",,,45486,"Phocoenidae indet.","family",53269,"","Phocoenidae","family",102804,"Tortonian","",11.62,7.246,12182
722496,"occ",,,52582,"cf. Pontoporiidae indet.","family",42965,"","Pontoporiidae","family",42965,"Zanclean","",5.333,3.6,26221
700420,"occ",,,75152,"Plesiocetus brevifrons","species",108941,"recombined as","Heterocetus brevifrons","species",70452,"Serravallian","",13.82,11.62,25229
709886,"occ",23099,,76058,"Balaena mysticetus","species",64683,"","Balaena mysticetus","species",64683,"Late Pleistocene","",0.126,0.0117,32630
1002260,"occ",,,121993,"cf. Brachydelphininae indet.","subfamily",71916,"","Brachydelphininae","subfamily",63520,"Tortonian","",11.62,7.246,38808
1069250,"occ",27406,,132391,"Basilosauridae indet.","family",42936,"","Basilosauridae","family",42936,"Eocene","",56,33.9,42488
1234803,"occ",,,162545,"Monodon monoceros","species",64546,"","Monodon monoceros","species",64546,"Holocene","",0.0117,0,52940
751056,"occ",,,80363,"Archaeocetus fockii","species",121517,"recombined as","Lissodelphis fockii","species",69235,"Serravallian","",13.82,11.62,27014
810453,"occ",,,87376,"Scaldicetus sp.","genus",36900,"","Scaldicetus","genus",36900,"Pliocene","Pleistocene",5.333,0.0117,29779
1266044,"occ",,,168144,"Grampus griseus","species",63557,"","Grampus griseus","species",63556,"Holocene","",0.0117,0,55079
1314666,"occ",,,176411,"Mysticeti indet.","suborder",42971,"","Mysticeti","suborder",42971,"Holocene","",0.0117,0,58039
461134,"occ",,,45493,"Pelodelphis gracilis","species",62954,"nomen dubium","Odontoceti","suborder",42937,"Burdigalian","",20.44,15.97,11925
653252,"occ",,,51328,"Delphinoidea indet.","superfamily",53268,"","Delphinoidea","superfamily",53268,"Zanclean","",5.333,3.6,23666
700426,"occ",,,75152,"Plesiocetus laxatus","species",108945,"recombined as","Parietobalaena laxata","species",64458,"Serravallian","",13.82,11.62,25229
1190961,"occ",29897,,73686,"Eschrichtius sp.","genus",36714,"","Eschrichtius","genus",36714,"Late Pleistocene","",0.126,0.0117,50861
656098,"occ",,,57782,"Squalodon protervus","species",68354,"","Squalodon protervus","species",45510,"Langhian","",15.97,13.82,23697
1021016,"occ",,,124996,"Dorudon atrox","species",53288,"","Dorudon atrox","species",62994,"Bartonian","Priabonian",41.3,33.9,10457
492093,"occ",,,49676,"Cetacea ? indet.","unranked clade",36652,"","Cetacea","unranked clade",36652,"Burdigalian","Langhian",20.44,13.82,13326
1190972,"occ",,,153829,"Balaenopteridae ? indet.","family",42977,"","Balaenopteridae","family",42977,"Zanclean","",5.333,3.6,49844
915386,"occ",23979,,104046,"Balaenoptera ? sp.","genus",36678,"","Balaenoptera","genus",36678,"Late Pleistocene","",0.126,0.0117,35031
557676,"occ",15662,,45509,"Schizodelphis barnesi","species",69895,"","Schizodelphis barnesi","species",69879,"Langhian","",15.97,13.82,12196
